Question,Sampling Rate,Experiment ID,File Name,Status,Match (Rfty Code),Match (Ori Code),Buggy Code,Buggy Mutation,Refactored Correct Code,Original Correct File Name,Rule ID,Repair,Stru. Matching Time,Online Refactoring Time,GCR Time,Stru. Mutation Time,Block Mapping Time,Variable Mapping Time,Specification&Synthesis Time,Total Time,#Passed Test Case,#Test Case,RPS
question_1,0,0,wrong_1_563.py,success_w_mut,0,0,"def search ( x , seq ) :
    if ( max ( seq ) < x ) :
        return len ( seq )
    if ( x <= min ( seq ) ) :
        return 0


","def search ( x , seq ) :
    pass
    for i in range ( len ( seq ) ) :
        pass
        if ( max ( seq ) < x ) :
            return len ( seq )
        pass
        if ( x <= min ( seq ) ) :
            pass
        elif True :
            pass
        return 0
    pass
","

def search(x, seq):
    for i in range(len(seq)):
        if False:
            pass
        if (x <= seq[i]):
            return i
        elif True:
            pass
    return len(seq)
",{'search': 'reference.py'},"{'search': 'B2.k,B1.g'}","def search ( x , seq ) :
    pass
    for i in range ( len ( seq ) ) :
        pass
        if ( max ( seq ) < x ) :
            pass
        pass
        if ( x <= seq [ i ] ) :
            return i
        elif True :
            pass
    return len ( seq )
",N/A,3.524,0.046,0.000,0.001,0.016,0.043,3.637,11,11,1.040
question_1,0,0,wrong_1_005.py,success_w_mut,0,0,"def search ( x , seq ) :
    if ( seq == ( ) ) :
        return 0
    elif ( x < seq [ 0 ] ) :
        return 0
    elif ( x > seq [ ( - 1 ) ] ) :
        return len ( seq )
    else :
        seq_enum = [ i for i in enumerate ( seq ) ]
        for j in range ( ( len ( seq_enum ) - 1 ) ) :
            if ( ( x >= seq_enum [ j ] [ 1 ] ) and ( x <= seq_enum [ ( j + 1 ) ] [ 1 ] ) ) :
                return ( j + 1 )


","def search ( x , seq ) :
    pass
    if ( seq == ( ) ) :
        return 0
    elif ( x < seq [ 0 ] ) :
        return 0
    pass
    if ( len ( range ( len ( seq ) ) ) == 0 ) :
        return len ( seq )
    else :
        seq_enum = [ i for i in enumerate ( seq ) ]
        for j in range ( ( len ( seq_enum ) - 1 ) ) :
            pass
            if ( ( x >= seq_enum [ j ] [ 1 ] ) and ( x <= seq_enum [ ( j + 1 ) ] [ 1 ] ) ) :
                return ( j + 1 )
            pass
        pass
    pass
","

def search(x, seq):
    if False:
        pass
    elif False:
        pass
    if (len(range(len(seq))) == 0):
        pass
    else:
        for i in range(len(seq)):
            if (x <= seq[i]):
                return i
    return len(seq)
",{'search': 'reference.py'},"{'search': 'B1.g,C1.o,B2.j'}","def search ( x , seq ) :
    pass
    if ( seq == ( ) ) :
        pass
    elif False :
        pass
    pass
    if ( len ( range ( len ( seq ) ) ) == 0 ) :
        pass
    else :
        for j in range ( len ( seq ) ) :
            pass
            if ( x <= seq [ j ] ) :
                return j
            pass
        pass
    return len ( seq )
",N/A,5.590,0.187,0.000,0.002,0.027,0.210,6.026,11,11,0.814
question_1,0,0,wrong_1_570.py,success_wo_mut,1,1,"def search ( x , seq ) :
    for elem in seq :
        if ( x <= elem ) :
            break
        position += 1
    return position


","def search ( x , seq ) :
    for elem in seq :
        if ( x <= elem ) :
            break
        position += 1
    return position


","def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
    return len ( seq )


",{'search': 'reference.py'},{'search': ''},"def search ( x , seq ) :
    for ref_i in range ( len ( seq ) ) :
        if ( x <= seq [ ref_i ] ) :
            return ref_i
    return len ( seq )
",N/A,0.001,0.000,0.000,0.000,0.007,0.146,0.158,11,11,0.900
question_1,0,0,wrong_1_438.py,success_w_mut,0,0,"def search ( x , seq ) :
    if ( type ( seq ) == tuple ) :
        tup = ( )
        for i in seq :
            if ( i < x ) :
                tup = ( tup + ( i , ) )
            else :
                tup = ( tup + ( x , ) )
                break
        return ( len ( tup ) - 1 )
    elif ( type ( seq ) == list ) :
        lst = [ ]
        for i in seq :
            if ( i < x ) :
                lst . append ( i )
            else :
                lst . append ( x )
                continue
        return ( len ( lst ) - 1 )


","def search ( x , seq ) :
    pass
    if ( type ( seq ) == tuple ) :
        tup = ( )
        for i in seq :
            pass
            if ( i < x ) :
                tup = ( tup + ( i , ) )
            else :
                tup = ( tup + ( x , ) )
                break
            pass
        return ( len ( tup ) - 1 )
    lst = [ ]
    for i in seq :
        pass
        if ( i < x ) :
            lst . append ( i )
            if ( x <= seq [ i ] ) :
                lst . append ( x )
                continue
            pass
        return ( len ( lst ) - 1 )
    pass
","

def search(x, seq):
    if (len(range(len(seq))[:int((len(range(len(seq))) / 2))]) > 0):
        for i in range(len(seq))[:int((len(range(len(seq))) / 2))]:
            if (x <= seq[i]):
                return i
            else:
                pass
    for i in range(len(seq))[int((len(range(len(seq))) / 2)):]:
        if True:
            if (x <= seq[i]):
                return i
    return len(seq)
",{'search': 'reference.py'},"{'search': 'E1.z,C1.n,B2.l,B1.f'}","def search ( x , seq ) :
    pass
    if ( type ( seq ) == tuple ) :
        for i in range ( len ( seq ) ) [ : int ( ( len ( range ( len ( seq ) ) ) / 2 ) ) ] :
            pass
            if ( x <= seq [ i ] ) :
                return i
            else :
                pass
            pass
    for i in range ( len ( seq ) ) [ int ( ( len ( range ( len ( seq ) ) ) / 2 ) ) : ] :
        pass
        if ( i < x ) :
            if ( x <= seq [ i ] ) :
                return i
            pass
    return len ( seq )
",N/A,12.543,0.048,0.000,0.002,0.039,0.386,13.031,11,11,1.037
question_1,0,0,wrong_1_428.py,success_w_mut,0,0,"def search ( x , seq ) :
    for i in seq :
        if ( ( seq == ( ) ) or ( seq == [ ] ) ) :
            return 0
        elif ( x <= i ) :
            return seq . index ( i )
        elif ( x > seq [ ( - 1 ) ] ) :
            return ( seq . index ( seq [ ( - 1 ) ] ) + 1 )


","def search ( x , seq ) :
    pass
    for i in seq :
        pass
        if ( ( seq == ( ) ) or ( seq == [ ] ) ) :
            return 0
        pass
        if ( x <= seq [ i ] ) :
            return seq . index ( i )
        else :
            return ( seq . index ( seq [ ( - 1 ) ] ) + 1 )
        pass
    pass
","

def search(x, seq):
    for i in range(len(seq)):
        if True:
            pass
        if (x <= seq[i]):
            return i
        else:
            pass
    return len(seq)
",{'search': 'reference.py'},"{'search': 'B1.h,B2.l'}","def search ( x , seq ) :
    pass
    for i in range ( len ( seq ) ) :
        pass
        if ( ( seq == ( ) ) or ( seq == [ ] ) ) :
            pass
        pass
        if ( x <= seq [ i ] ) :
            return i
        else :
            pass
        pass
    return len ( seq )
",N/A,3.156,0.033,0.000,0.001,0.015,0.041,3.255,11,11,0.759
question_1,0,0,wrong_1_435.py,success_wo_mut,1,0,"def search ( x , seq ) :
    for ( i , elem ) in enumerate ( seq ) :
        counter = 0
        if ( x <= elem ) :
            counter = i
        else :
            counter = len ( seq )
    return counter


","def search ( x , seq ) :
    for ( i , elem ) in enumerate ( seq ) :
        counter = 0
        if ( x <= elem ) :
            counter = i
        else :
            counter = len ( seq )
    return counter


","

def search(x, seq):
    for i in range(len(seq)):
        if (x <= seq[i]):
            return i
        else:
            pass
    return len(seq)
",{'search': 'reference.py'},{'search': 'B2.l'},"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
        else :
            pass
    return len ( seq )
",N/A,0.030,0.007,0.000,0.000,0.077,0.164,0.282,11,11,0.700
question_1,0,0,wrong_1_342.py,success_w_mut,0,0,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( ( seq == [ ] ) or ( ) ) :
            return None
        elif ( x > seq [ ( - 1 ) ] ) :
            return len ( seq )
        elif ( x == seq [ i ] ) :
            return i
        elif ( x < seq [ i ] ) :
            return i


","def search ( x , seq ) :
    pass
    for i in range ( len ( seq ) ) :
        pass
        if ( ( seq == [ ] ) or ( ) ) :
            return None
        else :
            return len ( seq )
        return i
        if ( x <= seq [ i ] ) :
            return i
        pass
    pass
","

def search(x, seq):
    for i in range(len(seq)):
        if True:
            pass
        else:
            pass
        if (x <= seq[i]):
            return i
    return len(seq)
",{'search': 'reference.py'},"{'search': 'B1.h,B2.l'}","def search ( x , seq ) :
    pass
    for i in range ( len ( seq ) ) :
        pass
        if ( ( seq == [ ] ) or ( ) ) :
            pass
        else :
            pass
        if ( x <= seq [ i ] ) :
            return i
        pass
    return len ( seq )
",N/A,3.826,0.191,0.000,0.001,0.010,0.013,4.049,11,11,0.625
question_1,0,0,wrong_1_412.py,success_wo_mut,1,0,"def search ( x , seq ) :
    for i in range ( ( len ( seq ) - 1 ) ) :
        if ( x > seq [ i ] ) :
            continue
        else :
            return i


","def search ( x , seq ) :
    for i in range ( ( len ( seq ) - 1 ) ) :
        if ( x > seq [ i ] ) :
            continue
        else :
            return i


","

def search(x, seq):
    for i in range(len(seq)):
        if (x <= seq[i]):
            return i
        else:
            pass
    return len(seq)
",{'search': 'reference.py'},{'search': 'B2.l'},"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
        else :
            pass
    return len ( seq )
",N/A,0.029,0.007,0.000,0.000,0.012,0.112,0.164,11,11,0.385
question_1,0,0,wrong_1_304.py,success_w_mut,0,0,"def search ( x , seq ) :
    if ( type ( seq ) == list ) :
        a = seq . copy ( )
        a . append ( x )
        a . sort ( )
        for ( i , elem ) in enumerate ( a ) :
            if ( elem == x ) :
                return i
    else :
        temp_tuple = seq . copy ( )
        temp_tuple += ( x , )
        for ( i , elem ) in enumerate ( sorted ( temp_tuple ) ) :
            if ( elem == x ) :
                return i


","def search ( x , seq ) :
    pass
    if ( type ( seq ) == list ) :
        a = seq . copy ( )
        a . append ( x )
        a . sort ( )
        for ( i , elem ) in enumerate ( a ) :
            pass
            if ( elem == x ) :
                return i
                if ( x <= seq [ i ] ) :
                    pass
                pass
            pass
        temp_tuple = seq . copy ( )
        temp_tuple += ( x , )
        for ( i , elem ) in enumerate ( sorted ( temp_tuple ) ) :
            pass
            if ( elem == x ) :
                return i
            pass
        pass
    pass
","

def search(x, seq):
    if True:
        for i in range(len(seq))[:int((len(range(len(seq))) / 2))]:
            if (x <= seq[i]):
                if True:
                    pass
                return i
        for i in range(len(seq))[int((len(range(len(seq))) / 2)):]:
            if (x <= seq[i]):
                return i
        return len(seq)
",{'search': 'reference.py'},"{'search': 'E1.z,B1.f,B1.h'}","def search ( x , seq ) :
    pass
    if True :
        for i in range ( len ( seq ) ) [ : int ( ( len ( range ( len ( seq ) ) ) / 2 ) ) ] :
            pass
            if ( x <= seq [ i ] ) :
                if ( x <= seq [ i ] ) :
                    pass
                return i
            pass
        for i in range ( len ( seq ) ) [ int ( ( len ( range ( len ( seq ) ) ) / 2 ) ) : ] :
            pass
            if ( x <= seq [ i ] ) :
                return i
            pass
        return len ( seq )
    pass
",N/A,9.221,0.095,0.000,0.002,0.025,0.186,9.540,11,11,1.288
question_1,0,0,wrong_1_376.py,success_wo_mut,1,0,"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( seq [ i ] < x ) :
            continue
        else :
            return i
    ' Takes in a value x and a sorted sequence seq, and returns the\n    position that x should go to such that the sequence remains sorted '


","def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( seq [ i ] < x ) :
            continue
        else :
            return i
    ' Takes in a value x and a sorted sequence seq, and returns the\n    position that x should go to such that the sequence remains sorted '


","

def search(x, seq):
    for i in range(len(seq)):
        if (x <= seq[i]):
            return i
        else:
            pass
    return len(seq)
",{'search': 'reference.py'},{'search': 'B2.l'},"def search ( x , seq ) :
    for i in range ( len ( seq ) ) :
        if ( x <= seq [ i ] ) :
            return i
        else :
            pass
    return len ( seq )
",N/A,0.017,0.006,0.000,0.000,0.012,0.134,0.173,11,11,0.400
question_1,0,0,wrong_1_233.py,success_wo_mut,1,0,"def search ( x , seq ) :
    if ( ( seq == ( ) ) or ( seq == [ ] ) ) :
        return 0
    else :
        for ( i , elem ) in enumerate ( seq ) :
            if ( x <= elem ) :
                return i
            elif ( x >= seq [ ( len ( seq ) - 1 ) ] ) :
                return len ( seq )


","def search ( x , seq ) :
    if ( ( seq == ( ) ) or ( seq == [ ] ) ) :
        return 0
    else :
        for ( i , elem ) in enumerate ( seq ) :
            if ( x <= elem ) :
                return i
            elif ( x >= seq [ ( len ( seq ) - 1 ) ] ) :
                return len ( seq )


","

def search(x, seq):
    if (len(range(len(seq))) == 0):
        pass
    else:
        for i in range(len(seq)):
            if (x <= seq[i]):
                return i
            elif False:
                pass
    return len(seq)
",{'search': 'reference.py'},"{'search': 'B2.j,C1.o'}","def search ( x , seq ) :
    if ( ( seq == ( ) ) or ( seq == [ ] ) ) :
        pass
    else :
        for i in range ( len ( seq ) ) :
            if ( x <= seq [ i ] ) :
                return i
            elif ( x >= seq [ ( len ( seq ) - 1 ) ] ) :
                pass
    return len ( seq )
",N/A,4.058,0.016,0.000,0.000,0.012,0.079,4.171,11,11,0.367
